<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ACG,20230313,34.6601,34.995,34.2415,34.2436,8500
ACG,20230310,34.4926,34.5764,34.4926,34.4948,5500
ACG,20230309,35.1624,35.1624,34.4089,34.411,10200
ACG,20230308,35.0368,35.0787,34.3252,35.039,7000
ACG,20230307,35.0787,35.0787,35.0787,35.0808,5100
ACG,20230306,35.4973,35.6647,34.995,34.9971,10300
ACG,20230303,34.9112,34.9112,34.9112,34.9134,1500
ACG,20230302,34.4926,35.0787,34.4926,34.9134,800
ACG,20230301,34.995,34.995,34.4089,34.411,8100
ACG,20230228,34.074,35.0787,34.074,34.6622,46500
ACG,20230227,34.3252,34.7438,33.9066,33.9087,32200
ACG,20230224,34.9112,36.5019,33.9066,33.9087,62700
ACG,20230223,36.2508,36.2508,34.4508,34.9134,52600
ACG,20230222,35.9996,36.8368,35.9996,36.1693,54400
ACG,20230221,37.2554,37.2554,36.4182,37.0065,52200
ACG,20230220,36.0415,37.2554,36.0415,37.0902,58000
ACG,20230217,36.4182,36.7531,36.0415,36.0437,20700
ACG,20230216,36.3345,36.8368,35.9996,36.4204,9600
ACG,20230215,35.1624,36.5019,35.1624,36.4204,7000
ACG,20230214,36.6694,36.6694,36.5019,36.5042,2400
ACG,20230213,36.9205,36.9205,35.1624,36.0018,9200
ACG,20230210,37.674,37.7577,36.8368,36.9228,9400
ACG,20230209,37.674,38.0926,37.674,37.6763,18700
ACG,20230208,38.9717,38.9717,36.8368,37.6763,16500
ACG,20230207,38.8042,39.2647,38.8042,38.9322,26900
ACG,20230206,38.1763,38.4275,38.0089,38.4298,5900
ACG,20230203,38.0089,38.4275,37.2554,38.1787,18700
ACG,20230202,37.674,38.0926,37.4228,37.8438,21300
ACG,20230201,37.088,37.674,37.088,37.2577,31800
ACG,20230131,38.0926,38.0926,36.4182,37.6344,58300
ACG,20230130,33.8647,35.9996,33.7392,36.0018,33900
ACG,20230127,34.4926,34.4926,33.488,33.6575,11300
ACG,20230119,33.4043,34.2415,33.3206,33.4482,22600
ACG,20230118,32.6508,32.8601,32.6508,32.8621,9300
ACG,20230117,32.1485,33.4043,32.1485,32.6528,8600
ACG,20230116,33.3206,33.3206,32.0229,32.0667,13900
ACG,20230113,32.902,33.488,32.3159,33.1552,7600
ACG,20230112,34.3252,34.3252,32.6508,32.904,29800
ACG,20230111,31.3113,34.7438,31.3113,34.411,23100
ACG,20230110,31.9392,33.8647,31.9392,32.6528,29200
ACG,20230109,33.3624,33.488,32.1485,32.5691,23500
ACG,20230106,30.5159,31.5624,30.5159,31.5644,43800
ACG,20230105,30.1392,30.5159,30.1392,30.4759,18500
ACG,20230104,31.395,31.395,29.7206,29.8061,29900
ACG,20230103,30.0973,30.5159,29.6787,30.5178,32300
ACG,20221230,29.6369,29.8043,29.5532,29.6387,8800
ACG,20221229,29.7206,29.8043,29.5113,29.6387,4700
ACG,20221228,30.4741,30.4741,29.5532,29.7224,26100
ACG,20221227,29.7206,29.8043,29.5532,29.555,14200
ACG,20221226,29.7206,29.888,29.4694,29.6387,32000
ACG,20221223,29.6369,29.6369,28.6322,29.3038,12800
ACG,20221222,28.6322,29.6369,28.5904,29.6387,5200
ACG,20221221,28.4648,29.2183,28.4648,28.5921,5800
ACG,20221220,29.3857,29.4694,28.4648,28.8852,5600
ACG,20221219,29.7206,29.8043,29.302,29.555,8300
ACG,20221216,29.7206,29.7206,29.302,29.7224,17200
ACG,20221215,29.9718,29.9718,29.1346,29.7224,20000
ACG,20221214,30.9764,30.9764,29.5113,30.0573,19200
ACG,20221213,29.302,29.9299,29.302,29.4712,6300
ACG,20221212,29.7206,30.1392,29.1346,29.555,21600
ACG,20221209,29.7206,29.8462,28.7997,29.4712,8200
ACG,20221208,29.302,29.7206,28.8834,29.1363,16000
ACG,20221207,29.9718,29.9718,29.1346,29.1363,7800
ACG,20221206,29.4694,29.9718,29.1346,29.9736,23600
ACG,20221205,30.5578,31.2694,29.7625,29.7643,35500
ACG,20221202,29.7206,29.7206,29.2183,29.7224,16300
ACG,20221201,31.8136,31.8136,29.7206,29.7224,65300
ACG,20221130,30.0973,30.809,30.0555,30.3922,19400
ACG,20221129,30.1392,31.0601,29.2183,30.0573,20600
ACG,20221128,28.3811,30.1392,28.2136,29.555,51100
ACG,20221125,28.716,28.716,27.6276,28.3828,8300
ACG,20221124,28.3811,28.3811,27.5439,28.1316,5000
ACG,20221123,28.0462,30.5159,27.9625,27.9642,43400
ACG,20221122,28.6741,30.0973,28.1299,30.0573,5100
ACG,20221121,30.2229,30.2229,29.302,30.141,4400
ACG,20221118,30.9764,30.9764,30.1392,30.141,4400
ACG,20221117,30.3904,31.4787,30.2229,31.3969,16500
ACG,20221116,28.2555,30.3485,28.2555,30.3504,26700
ACG,20221115,30.3485,30.3904,30.3485,30.3504,9200
ACG,20221114,32.8182,32.8182,31.1438,32.6109,30000
ACG,20221111,33.488,33.488,33.488,33.4901,3600
ACG,20221110,33.6554,35.581,33.488,33.4901,2900
ACG,20221109,37.0042,37.2554,35.581,35.5832,8700
ACG,20221108,34.995,37.674,34.995,35.2064,10500
ACG,20221107,38.5112,38.5112,35.8322,37.3414,10100
ACG,20221104,39.3484,39.3484,37.674,38.5136,9700
ACG,20221103,39.5996,40.1856,37.9252,40.1881,6300
ACG,20221102,40.4368,40.4368,40.3949,40.3974,200
ACG,20221101,39.3484,41.274,37.8833,41.2765,4700
ACG,20221031,39.6414,39.6414,37.674,39.602,4200
ACG,20221028,42.2786,42.2786,39.5996,39.602,6700
ACG,20221027,41.7763,41.7763,39.3484,41.7788,4000
ACG,20221026,36.9624,39.6414,36.9624,39.6439,600
ACG,20221025,39.6833,41.86,39.6414,39.6439,84200
ACG,20221024,45.2925,45.2925,42.2786,42.6161,36500
ACG,20221021,46.3809,48.0553,45.2088,45.2116,10800
ACG,20221020,47.9716,47.9716,47.3018,47.5559,4400
ACG,20221019,48.5576,48.5576,46.8832,47.5559,6300
ACG,20221018,50.232,50.9855,48.2227,48.5606,23300
ACG,20221017,50.232,50.232,47.7204,49.3978,49000
ACG,20221014,51.0692,51.0692,49.3948,50.2351,64200
ACG,20221013,50.6576,50.6576,49.0925,50.662,43200
ACG,20221012,49.0925,50.6576,48.5983,50.662,36100
ACG,20221011,52.5521,53.9524,49.0925,49.0968,52000
ACG,20221010,55.7645,55.9292,50.2457,52.7214,148700
ACL,20251110,13.15,13.15,13.15,13.15,300
ACL,20251107,13,13.2,12.8,13.2,3900
ACL,20251106,13.2,13.2,13,13,10100
ACL,20251105,12.9,13.25,12.85,13.2,6100
ACL,20251103,13.15,13.3,13.15,13.3,1100
ACL,20251031,13.2,13.5,12.8,13.35,4100
ACL,20251030,13.45,13.45,12.55,13.35,7400
ACL,20251029,12.8,13.5,12.8,13.45,2900
ACL,20251028,13.5,13.6,12.9,12.9,13400
ACL,20251027,13.8,13.8,13.6,13.6,2700
ACL,20251024,13.3,13.5,13.05,13.5,9500
ACL,20251023,13,13.45,13,13.45,600
ACL,20251021,13.35,13.5,13.1,13.5,6600
ACL,20251020,13.5,13.5,13,13.45,13900
ACL,20251017,13.55,13.55,13,13.5,9800
ACL,20251016,13.5,13.6,13.4,13.55,37500
ACL,20251015,13.05,13.5,13.05,13.5,17600
ACL,20251014,13.6,13.75,13.05,13.2,42500
ACL,20251013,13.15,13.8,13.15,13.6,10900
ACL,20251010,13.8,13.8,13.5,13.8,57200
ACL,20251009,13.5,13.6,13.4,13.5,37900
ACL,20251008,13.45,13.5,13.2,13.5,19700
ACL,20251007,13.6,13.6,13.05,13.4,37000
ACL,20251006,13.2,13.6,13,13.6,33500
ACL,20251003,13.1,13.3,12.95,13.2,23200
ACL,20251002,13.25,13.25,13.1,13.1,900
ACL,20251001,13.3,13.3,12.9,13.25,11300
ACL,20250930,12.8,13.3,12.8,13.3,19000
ACL,20250929,12.7,13.4,12.7,13.3,5800
ACL,20250926,13.15,13.45,12.5,13.45,23000
ACL,20250925,13.3,13.8,12.6,13.25,30000
ACL,20250924,13.2,13.3,12.8,13.3,37400
ACL,20250923,12.2,13.25,12.2,13.25,82000
ACL,20250922,14,14,12.85,12.85,23000
ACL,20250919,14.15,14.15,13.4,13.8,40400
ACL,20250918,12.4,13.25,12.2,13.25,172300
ACL,20250917,12.4,12.45,12.3,12.4,54400
ACL,20250916,12.15,12.45,12.15,12.35,13800
ACL,20250915,12.45,12.45,12.1,12.35,6800
ACL,20250912,12.3,12.45,12,12.45,38100
ACL,20250911,12.1,12.4,12.05,12.4,35100
ACL,20250910,12.5,12.5,12.15,12.45,41800
ACL,20250909,12,12.5,11.95,12.5,56100
ACL,20250908,12.45,12.45,12.15,12.4,37500
ACL,20250905,12.6,12.6,12.15,12.45,14000
ACL,20250904,12.4,12.45,11.95,12.4,57600
ACL,20250903,12.2,12.5,11.9,12.5,18300
ACL,20250829,12.7,12.7,12.2,12.2,19100
ACL,20250828,11.9,12.3,11.9,12.3,112200
ACL,20250827,11.85,12.2,11.85,12.2,26900
ACL,20250826,12.2,12.2,11.8,12.2,12500
ACL,20250825,11.85,12.2,11.8,12.2,4700
ACL,20250822,11.75,12.25,11.5,12.25,32400
ACL,20250821,12,12.2,11.7,12.2,44100
ACL,20250820,12.15,12.2,11.85,12.2,46600
ACL,20250819,12.1,12.3,11.6,12.2,38600
ACL,20250818,12.2,12.4,12,12.1,38100
ACL,20250815,12.5,12.5,12,12.2,114800
ACL,20250814,12,12,11.95,12,21500
ACL,20250813,11.95,12,11.95,11.95,30900
ACL,20250812,12.3,12.3,11.95,12.2,21600
ACL,20250811,12.1,12.5,12,12.3,28900
ACL,20250808,12.1,12.5,12,12.5,54500
ACL,20250807,12.3,12.3,12,12.3,50800
ACL,20250806,12.15,12.3,12.15,12.3,32100
ACL,20250805,12,12.35,11.95,12.35,134700
ACL,20250804,11.6,12.4,11.6,12.4,20400
ACL,20250801,11.4,11.7,11.4,11.6,1200
ACL,20250731,11.9,11.9,11.5,11.9,20500
ACL,20250730,11.5,12,11.4,11.95,20000
ACL,20250729,11.8,12.35,11.7,12,68500
ACL,20250728,12.45,12.5,12,12.35,53200
ACL,20250725,12.05,12.45,12,12.45,26000
ACL,20250724,12.15,12.4,12.1,12.4,82200
ACL,20250723,12.3,12.65,12.1,12.65,12600
ACL,20250722,12.7,12.7,12.3,12.5,7300
ACL,20250721,12.4,12.7,12.3,12.7,34400
ACL,20250718,12.6,12.6,12.35,12.45,42200
ACL,20250717,12.4,12.5,12.35,12.5,43700
ACL,20250716,12.3,12.45,12.25,12.45,53900
ACL,20250715,12.25,12.3,12.15,12.3,57200
ACL,20250714,12.1,12.2,12.1,12.2,80700
ACL,20250711,11.95,12.1,11.95,12.1,38900
ACL,20250710,12,12,11.9,12,51400
ACL,20250709,11.95,12,11.9,12,95500
ACL,20250708,11.95,11.95,11.8,11.95,108000
ACL,20250707,11.9,11.9,11.65,11.9,144600
ACL,20250704,11.9,11.95,11.8,11.9,230800
ACL,20250703,11.8,11.9,11.7,11.9,296100
ACL,20250702,11.45,11.75,11.4,11.75,333700
ACL,20250701,11.1,11.4,11.1,11.4,171400
ACL,20250630,10.9,11.1,10.65,11.05,424700
ACL,20250627,10.95,11,10.5,10.85,226500
ACL,20250626,10.95,11,10.5,10.95,140500
ACL,20250625,10.65,10.95,10.5,10.95,56600
ACL,20250624,10.8,10.85,10.5,10.7,5200
ACL,20250623,10.8,10.8,10.7,10.7,1100
ACL,20250620,10.85,10.85,10.6,10.8,2900
ACL,20250619,10.65,10.75,10.65,10.75,2000
ACL,20250618,10.75,10.85,10.55,10.8,3100
ACL,20250617,10.8,10.85,10.6,10.75,9800
ACL,20250616,10.7,10.95,10.6,10.85,68000
ACL,20250613,10.7,10.9,10.5,10.7,63600
ACL,20250612,10.8,10.9,10.75,10.9,3400
ACL,20250611,10.9,10.9,10.8,10.9,3800
ACL,20250610,10.65,10.9,10.65,10.9,11800
ACL,20250609,10.95,10.95,10.55,10.9,31700
ACL,20250606,10.9,10.95,10.65,10.95,5800
ACL,20250605,10.75,10.9,10.3,10.9,37500
ACL,20250604,10.6,10.8,10.6,10.75,24900
ACL,20250603,10.6,10.75,9.86,10.65,71800
ACL,20250602,10.5,10.65,10.4,10.6,18100
ACL,20250530,10.65,10.85,10.4,10.55,10300
ACL,20250529,10.6,10.7,10.45,10.65,4400
ACL,20250528,10.7,10.8,10.45,10.7,6000
ACL,20250527,10.5,10.65,10.35,10.6,17100
ACL,20250526,9.72,10.5,9.71,10.35,15300
ACL,20250523,10.05,10.05,9.7,9.99,1200
ACL,20250522,9.8,10.05,9.7,10.05,16800
ACL,20250521,10.05,10.05,10.05,10.05,800
ACL,20250520,10,10.1,9.85,10.05,16100
ACL,20250519,9.7,10.05,9.7,10.05,19300
ACL,20250516,10.05,10.1,9.91,10.1,23100
ACL,20250515,9.99,10.1,9.88,10.05,15900
ACL,20250514,9.85,9.99,9.85,9.99,17500
ACL,20250513,9.88,9.91,9.8,9.85,6400
ACL,20250512,9.88,9.89,9.61,9.87,10700
ACL,20250509,9.9,10,9.84,9.89,5300
ACL,20250508,9.89,9.89,9.57,9.89,6500
ACL,20250507,9.92,9.92,9.4,9.87,5800
ACL,20250506,9.96,9.96,9.65,9.9,9600
ACL,20250505,9.99,9.99,9.6,9.96,900
ACL,20250429,10,10,9.8,9.81,13000
ACL,20250428,9.89,9.97,9.85,9.89,26600
ACL,20250425,9.8,9.92,9.56,9.88,17400
ACL,20250424,9.65,9.66,9.47,9.66,6700
ACL,20250423,9.64,10,9.45,9.6,2500
ACL,20250422,9.7,9.7,9.03,9.64,8700
ACL,20250421,9.6,9.7,9.45,9.7,10200
ACL,20250418,9.8,9.8,9.5,9.55,10100
ACL,20250417,9.65,9.88,9.6,9.8,5300
ACL,20250416,9.7,9.99,9.56,9.94,12000
ACL,20250415,10.1,10.15,9.8,10.1,6700
ACL,20250414,9.6,10.15,9.3,10.15,90100
ACL,20250411,9.7,9.7,9.33,9.6,22100
ACL,20250410,9.63,9.63,9.63,9.63,47600
ACL,20250409,8.37,9,8.37,9,39200
ACL,20250408,9.4,9.4,8.83,9,26200
ACL,20250404,9.5,9.99,9.49,9.49,55100
ACL,20250403,10.65,10.9,10.2,10.2,25000
ACL,20250402,11.25,11.25,10.95,10.95,25700
ACL,20250401,11.05,11.2,10.95,11.2,9700
ACL,20250331,11,11.3,10.6,11.1,56300
ACL,20250328,11.05,11.1,10.75,11,4000
ACL,20250327,11,11,10.85,11,2500
ACL,20250326,11,11.05,10.95,11,51000
ACL,20250325,10.9,11,10.7,10.95,12700
ACL,20250324,10.95,11.05,10.85,11,4000
ACL,20250321,10.95,10.95,10.75,10.95,17100
ACL,20250320,11,11.05,10.8,10.9,27100
ACL,20250319,11.1,11.15,10.95,10.95,19900
ACL,20250318,10.95,11.15,10.95,11.1,84000
ACL,20250317,10.9,11.05,10.9,11,4000
ACL,20250314,11.05,11.05,10.9,11,20300
ACL,20250313,11,11.35,10.95,11,29200
ACL,20250312,11.05,11.15,11,11,55900
ACL,20250311,11.35,11.45,11,11.1,73500
ACL,20250310,11.45,11.45,11.25,11.25,20500
ACL,20250307,11.4,11.45,11.2,11.4,29400
ACL,20250306,11.55,11.6,11.2,11.5,93300
ACL,20250305,11.65,11.7,11.5,11.55,648300
ACL,20250304,11.7,11.7,11.5,11.65,6000
ACL,20250303,11.6,11.75,11.6,11.65,10000
ACL,20250228,11.7,11.7,11.5,11.7,63100
ACL,20250227,11.6,11.8,11.5,11.8,30000
ACL,20250226,11.7,11.75,11.6,11.75,6600
ACL,20250225,11.6,11.8,11.5,11.8,12200
ACL,20250224,11.55,11.8,11.5,11.8,47800
ACL,20250221,11.75,11.75,11.5,11.75,11200
ACL,20250220,11.7,11.75,11.65,11.75,19600
ACL,20250219,11.6,11.75,11.45,11.75,28000
ACL,20250218,11.55,11.7,11.55,11.65,41400
ACL,20250217,11.4,11.6,11.4,11.5,14100
ACL,20250214,11.5,11.6,11.5,11.6,6800
ACL,20250213,11.5,11.6,11.5,11.6,3800
ACL,20250212,11.55,11.65,11.5,11.65,5400
ACL,20250211,11.6,11.65,11.3,11.6,17200
ACL,20250210,11.6,11.7,11.6,11.65,4500
ACL,20250207,11.55,11.75,11.55,11.65,35200
ACL,20250206,11.7,11.7,11.6,11.7,7800
ACL,20250205,11.7,11.8,11.5,11.8,41900
ACL,20250204,11.85,11.85,11.6,11.75,53100
ACL,20250124,11.8,11.85,11.55,11.85,800
ACL,20250123,11.6,11.85,11.5,11.85,5700
ACL,20250121,11.5,11.9,11.45,11.9,4700
ACL,20250120,11.75,11.8,11.7,11.8,3900
ACL,20250116,11.75,11.75,11.55,11.75,2100
ACL,20250115,11.7,11.8,11.7,11.75,5500
ACL,20250114,11.8,11.8,11.55,11.8,4900
ACL,20250113,11.55,11.9,11.55,11.75,2100
ACL,20250110,11.65,11.75,11.65,11.75,900
ACL,20250109,11.65,11.8,11.55,11.8,7600
ACL,20250108,11.9,11.9,11.7,11.85,9400
ACL,20250107,11.7,11.85,11.6,11.85,5400
ACL,20250106,11.9,11.9,11.5,11.9,4900
ACL,20250103,11.85,11.9,11.65,11.85,6900
ACL,20250102,11.85,11.85,11.85,11.85,4200
ACL,20241231,11.6,11.9,11.6,11.9,300
ACL,20241230,11.6,11.9,11.6,11.9,7500
ACL,20241227,11.6,11.95,11.6,11.9,5600
ACL,20241226,11.8,12,11.8,11.9,23200
ACL,20241225,11.85,11.85,11.65,11.8,5000
ACL,20241224,11.55,11.9,11.55,11.85,4500
ACL,20241223,11.55,11.9,11.55,11.9,11800
ACL,20241220,11.9,11.95,11.6,11.85,10800
ACL,20241219,11.55,11.9,11.4,11.8,9700
ACL,20241218,11.6,12,11.5,12,27600
ACL,20241217,11.55,11.9,11.5,11.9,2600
ACL,20241216,11.5,11.95,11.45,11.95,3900
ACL,20241213,12,12,11.95,12,2400
ACL,20241212,12,12,11.8,12,7000
ACL,20241211,11.7,12,11.7,11.9,29900
ACL,20241210,11.65,11.7,11.55,11.65,4300
ACL,20241209,11.65,11.7,11.65,11.65,1100
ACL,20241206,11.6,11.7,11.55,11.65,13100
ACL,20241205,11.2,11.7,11.2,11.6,27500
ACL,20241204,11.15,11.25,11,11.25,22400
ACL,20241203,11.3,11.3,11.1,11.25,7300
ACL,20241202,11.3,11.35,11.1,11.3,11500
ACL,20241129,11.45,11.45,11.1,11.35,1800
ACL,20241128,11.65,11.65,11.1,11.2,9100
ACL,20241127,11.65,11.7,11.45,11.6,4600
ACL,20241126,11.55,11.65,11.2,11.65,22400
ACL,20241125,11.3,11.6,11.15,11.55,25400
ACL,20241122,11.5,11.5,11.15,11.3,12700
ACL,20241121,11.5,11.5,11.15,11.45,26200
ACL,20241120,11.5,11.7,11.25,11.55,41700
ACL,20241119,11.5,11.75,11.5,11.7,2400
ACL,20241118,11.8,11.8,11.5,11.5,14700
ACL,20241115,11.7,11.8,11.65,11.8,7200
ACL,20241114,11.9,11.9,11.75,11.85,4400
ACL,20241113,11.75,11.85,11.7,11.85,5800
ACL,20241112,11.85,11.85,11.75,11.85,4300
ACL,20241111,11.9,11.9,11.75,11.85,9400
ACL,20241108,11.75,11.9,11.6,11.85,17900
ACL,20241107,11.9,11.9,11.9,11.9,100
ACL,20241106,11.75,11.95,11.65,11.95,53500
ACL,20241105,11.9,11.95,11.75,11.9,16700
ACL,20241104,11.95,11.95,11.9,11.95,8300
ACL,20241101,11.85,12,11.85,12,13100
ACL,20241031,11.75,12.5,11.65,11.95,37200
ACL,20241030,11.8,11.9,11.7,11.8,6700
ACL,20241029,11.9,11.95,11.8,11.95,16200
ACL,20241028,11.9,11.95,11.85,11.9,1700
ACL,20241025,11.95,11.95,11.9,11.9,1300
ACL,20241024,11.85,12.1,11.85,11.95,35000
ACL,20241023,11.8,11.9,11.75,11.85,6000
ACL,20241022,11.95,11.95,11.7,11.9,21300
ACL,20241021,11.8,11.95,11.8,11.95,2700
ACL,20241018,11.9,12,11.9,11.95,3600
ACL,20241017,12,12,11.75,12,2800
ACL,20241016,11.75,12.4,11.7,12,17900
ACL,20241015,11.85,11.85,11.8,11.8,1200
ACL,20241014,11.8,11.85,11.75,11.85,7500
ACL,20241011,11.9,11.9,11.75,11.8,6700
ACL,20241010,11.9,11.9,11.75,11.75,12900
ACL,20241009,11.85,11.85,11.8,11.85,4600
ACL,20241008,11.8,11.95,11.75,11.8,7300
ACL,20241007,11.8,12,11.8,11.9,18700
ACL,20241004,11.8,11.95,11.8,11.8,7700
ACL,20241003,12,12.05,11.7,12,25400
ACL,20241002,11.8,12,11.75,12,25400
ACL,20241001,11.9,11.95,11.8,11.9,10600
ACL,20240930,11.9,12.05,11.75,11.9,8700
ACL,20240927,11.95,12,11.8,11.85,9900
ACL,20240926,11.9,12,11.9,12,2600
ACL,20240925,12,12.05,11.7,11.95,19900
ACL,20240924,12,12.05,11.75,12,15600
ACL,20240923,11.9,12.05,11.7,12,15700
ACL,20240920,12,12,11.75,11.9,3900
ACL,20240919,11.9,11.9,11.9,11.9,3000
ACL,20240918,12,12,11.5,11.9,31000
ACL,20240917,11.85,11.95,11.75,11.9,3000
ACL,20240916,11.9,11.95,11.9,11.95,3000
ACL,20240913,11.85,12,11.8,12,6100
ACL,20240912,12.05,12.05,11.95,12,2300
ACL,20240911,11.85,12.05,11.7,12.05,22500
ACL,20240910,11.95,12.15,11.75,12.1,44500
ACL,20240909,11.95,12,11.7,12,9600
ACL,20240906,12.3,12.3,11.9,11.95,5200
ACL,20240905,11.95,12.05,11.85,12,16700
ACL,20240904,12,12.15,11.7,12,12900
ACL,20240830,11.95,12,11.7,12,29400
ACL,20240829,11.85,11.95,11.8,11.95,18100
ACL,20240828,11.85,11.9,11.8,11.9,9000
ACL,20240827,11.95,11.95,11.9,11.95,1200
ACL,20240826,11.9,12,11.9,11.95,4800
ACL,20240823,11.9,11.95,11.8,11.95,31400
ACL,20240822,11.9,12,11.8,12,15600
ACL,20240821,11.8,12.15,11.8,12,20900
ACL,20240820,12.05,12.05,11.8,11.9,23200
ACL,20240819,12.05,12.05,11.85,11.95,2000
ACL,20240816,11.85,12.05,11.85,12,19600
ACL,20240815,11.9,12,11.7,11.95,23200
ACL,20240814,11.8,11.9,11.6,11.9,12800
ACL,20240813,11.85,11.85,11.6,11.85,17600
ACL,20240812,11.6,11.9,11.6,11.85,7600
ACL,20240809,11.95,12,11.6,12,11200
ACL,20240808,11.85,12,11.5,12,21700
ACL,20240807,11.95,11.95,11.7,11.75,14300
ACL,20240806,12,12.2,11.7,11.75,11800
ACL,20240805,12.1,12.35,11.65,12.05,42900
ACL,20240802,12.2,12.4,11.85,12.4,15700
ACL,20240801,12.4,12.4,11.9,12.15,69300
ACL,20240731,12.5,12.5,12.1,12.5,70200
ACL,20240730,12.55,12.65,12.3,12.6,54200
ACL,20240729,12.75,12.85,12.5,12.7,28300
ACL,20240726,12.8,12.8,12.55,12.7,16700
ACL,20240725,12.6,12.8,12.55,12.6,21600
ACL,20240724,12.55,12.9,12.3,12.6,11400
ACL,20240723,12.8,13,12.7,13,17800
ACL,20240722,12.85,12.9,12.6,12.9,23700
ACL,20240719,12.55,13,12.55,12.85,7800
ACL,20240718,13,13.05,12.6,12.9,20400
ACL,20240717,13,13,12.8,12.8,10100
ACL,20240716,13.05,13.1,12.95,13.05,18600
ACL,20240715,13.1,13.4,13,13.05,18700
ACL,20240712,13,13.1,12.9,13.05,28700
ACL,20240711,12.9,13.15,12.9,13.1,25900
ACL,20240710,13.05,13.25,12.95,13,31100
ACL,20240709,12.8,13.15,12.8,13.05,72200
ACL,20240708,12.9,12.95,12.7,12.95,14500
ACL,20240705,13,13.1,12.9,12.95,10700
ACL,20240704,12.9,13,12.65,13,22500
ACL,20240703,12.8,12.9,12.7,12.85,38100
ACL,20240702,13.4,13.4,12.6,12.8,17000
ACL,20240701,12.75,13,12.2,12.7,34600
ACL,20240628,12.95,12.95,12.7,12.75,51000
ACL,20240627,13.1,13.2,12.95,12.95,55500
ACL,20240626,13.5,13.55,13,13.05,75900
ACL,20240625,13.65,13.65,13.4,13.65,50600
ACL,20240624,13.85,13.85,13.2,13.5,85900
ACL,20240621,13.25,13.9,13.25,13.75,166800
ACL,20240620,13.2,13.25,13.15,13.25,49300
ACL,20240619,12.9,13.3,12.9,13.2,147100
ACL,20240618,12.8,13,12.8,12.9,11600
ACL,20240617,12.7,12.95,12.65,12.9,62300
ACL,20240614,12.95,12.95,12.8,12.8,46500
ACL,20240613,12.85,13,12.85,12.85,28600
ACL,20240612,13.1,13.1,12.85,12.85,37800
ACL,20240611,13.45,13.5,12.8,13.1,64000
ACL,20240610,12.7,13.3,12.7,13.1,119700
ACL,20240607,12.65,12.9,12.65,12.7,73500
ACL,20240606,12.55,12.65,12.55,12.65,63100
ACL,20240605,12.5,12.6,12.45,12.55,69700
ACL,20240604,12.5,12.6,12.45,12.55,27300
ACL,20240603,12.5,12.6,12.45,12.55,73500
ACL,20240531,12.5,12.55,12.4,12.55,38800
ACL,20240530,12.5,12.55,12.35,12.5,14600
ACL,20240529,12.5,12.6,12.35,12.5,120800
ACL,20240528,12.55,12.55,12.35,12.35,32900
ACL,20240527,12.5,12.55,12.4,12.5,30800
ACL,20240524,12.5,12.5,12.4,12.5,19700
ACL,20240523,12.55,12.55,12.4,12.5,14400
ACL,20240522,12.7,12.7,12.4,12.5,28900
ACL,20240521,12.6,12.6,12.4,12.5,21800
ACL,20240520,12.55,12.65,12.45,12.55,41500
ACL,20240517,12.55,12.65,12.4,12.55,34500
ACL,20240516,12.65,12.65,12.45,12.5,20700
ACL,20240515,12.7,12.7,12.5,12.65,57100
ACL,20240514,12.6,12.9,12.45,12.65,50300
ACL,20240513,12.7,12.7,12,12.6,37300
ACL,20240510,12.85,12.85,12.5,12.7,12600
ACL,20240509,12.35,13.2,12.35,12.85,85500
ACL,20240508,12.45,12.45,12.35,12.35,10200
ACL,20240507,12.3,12.45,12.25,12.45,5800
ACL,20240506,12.3,12.5,12.3,12.45,8000
ACL,20240503,12.4,12.4,12.25,12.4,9200
ACL,20240502,12.1,12.45,12.1,12.4,53200
ACL,20240426,12.3,12.3,12.15,12.3,4700
ACL,20240425,12.2,12.4,11.8,12.35,5300
ACL,20240424,12.4,12.4,12.35,12.35,11000
ACL,20240423,12.45,12.45,12.35,12.4,8200
ACL,20240422,12.3,12.45,12.05,12.45,3900
ACL,20240419,12,12.35,12,12.3,19700
ACL,20240417,12.65,12.7,12.2,12.35,5500
ACL,20240416,12.5,12.5,11.8,12.4,29200
ACL,20240415,12.55,12.8,12.5,12.55,78200
ACL,20240412,12.85,12.85,12.55,12.8,21400
ACL,20240411,12.5,13.4,12.5,12.75,13800
ACL,20240410,12.75,12.75,12.5,12.55,20700
ACL,20240409,12.8,12.8,12.65,12.75,700
ACL,20240408,12.75,12.8,12.6,12.8,26700
ACL,20240405,12.95,12.95,12.75,12.8,8300
ACL,20240404,12.95,12.95,12.7,12.75,23200
ACL,20240403,13,13.1,12.9,13,15200
ACL,20240402,13.4,13.4,13,13,13000
ACL,20240401,12.95,13,12.7,13,15200
ACL,20240329,13,13,12.7,13,19600
ACL,20240328,13,13,12.9,13,8800
ACL,20240327,13,13.05,12.8,13,14200
ACL,20240326,13,13.1,12.9,13,31900
ACL,20240325,13,13.05,12.9,13.05,38600
ACL,20240322,12.8,13.05,12.8,13,23800
ACL,20240321,12.7,13.05,12.7,12.95,41700
ACL,20240320,12.8,12.9,12.6,12.85,10800
ACL,20240319,12.55,12.9,12.5,12.9,11900
ACL,20240318,13,13,12.4,12.9,41000
ACL,20240315,12.9,13,12.85,12.9,11900
ACL,20240314,12.8,13.05,12.7,12.9,85800
