<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ACB,20240906,20.4698,20.5533,20.428,20.5533,5003500
ACB,20240905,20.5951,20.6369,20.428,20.4698,3534700
ACB,20240904,20.4698,20.6369,20.428,20.5951,5632900
ACB,20240830,20.5951,20.7204,20.5951,20.7204,4483800
ACB,20240829,20.5115,20.804,20.5115,20.5951,8588000
ACB,20240828,20.4698,20.5115,20.3862,20.4698,5222500
ACB,20240827,20.428,20.4698,20.3862,20.428,4154700
ACB,20240826,20.5115,20.5115,20.3862,20.428,4921300
ACB,20240823,20.3862,20.4698,20.2609,20.428,3892900
ACB,20240822,20.4698,20.5115,20.3027,20.3862,6789100
ACB,20240821,20.0938,20.3862,20.0938,20.3862,6556900
ACB,20240820,20.0938,20.3027,20.052,20.1356,5413000
ACB,20240819,20.052,20.1773,20.0102,20.0938,3836600
ACB,20240816,19.6343,20.052,19.6343,20.052,6516200
ACB,20240815,19.676,19.7178,19.5925,19.6343,2655100
ACB,20240814,19.799,19.8825,19.6737,19.676,3316800
ACB,20240813,19.676,19.8849,19.6343,19.7178,2850000
ACB,20240812,19.7178,19.8849,19.4672,19.8849,4197300
ACB,20240809,19.5507,19.7178,19.4672,19.7178,3006900
ACB,20240808,19.4254,19.6343,19.4254,19.4254,3649600
ACB,20240807,19.7178,19.7178,19.4672,19.5507,4400300
ACB,20240806,19.6343,19.7596,19.4254,19.6343,8020900
ACB,20240805,19.7178,19.9267,19.3418,19.3836,20086500
ACB,20240802,19.9661,20.0496,19.7572,20.0102,13706000
ACB,20240801,20.4673,20.5508,20.0078,20.0102,9174700
ACB,20240731,20.2167,20.5091,20.1331,20.5115,8548700
ACB,20240730,20.0496,20.1749,20.0078,20.1773,5489200
ACB,20240729,20.3002,20.3002,20.0914,20.1773,4102600
ACB,20240726,20.1356,20.1773,20.052,20.1356,3447400
ACB,20240725,20.1773,20.1773,19.8849,20.0938,7155800
ACB,20240724,20.052,20.3862,19.8849,20.2191,12248400
ACB,20240723,20.7204,20.804,20.052,20.052,15105000
ACB,20240722,20.9685,21.0521,20.5926,20.6786,15146800
ACB,20240719,20.7204,21.1382,20.5951,20.9711,17067800
ACB,20240718,20.4698,20.9711,20.4698,20.7204,10659400
ACB,20240717,20.3027,21.0546,20.2191,20.4698,28890400
ACB,20240716,20.052,20.3027,20.0102,20.1356,6992700
ACB,20240715,20.0496,20.0914,19.9661,20.0102,4481500
ACB,20240712,20.1356,20.1773,19.8849,20.052,7151400
ACB,20240711,20.342,20.342,20.1749,20.1773,4990300
ACB,20240710,20.4698,20.4698,20.2609,20.2609,6470200
ACB,20240709,20.1773,20.3862,20.0938,20.3027,7986400
ACB,20240708,20.3027,20.3444,20.1356,20.2609,4943500
ACB,20240705,20.1773,20.3027,20.052,20.3027,6335000
ACB,20240704,20.3002,20.342,20.0078,20.1773,6368100
ACB,20240703,20.1773,20.3862,20.0102,20.2609,5848800
ACB,20240702,19.8849,20.1356,19.8014,20.0938,5696300
ACB,20240701,19.8849,19.9267,19.7178,19.8849,3933500
ACB,20240628,19.8849,20.052,19.8431,19.8849,5751000
ACB,20240627,20.0496,20.1331,19.8825,20.0102,4901400
ACB,20240626,20.052,20.1356,19.7178,20.1356,10135100
ACB,20240625,20.052,20.2191,19.9685,20.0938,6698400
ACB,20240624,20.5533,20.5533,19.9685,20.1356,14215300
ACB,20240621,20.7597,20.7597,20.4673,20.5115,5122000
ACB,20240620,20.5115,20.7622,20.3862,20.7204,10170900
ACB,20240619,20.5115,20.6369,20.2609,20.5951,7612500
ACB,20240618,20.6344,20.6344,20.3838,20.5115,5724600
ACB,20240617,20.5508,20.5508,20.2585,20.5115,6368600
ACB,20240614,20.6369,20.804,20.5533,20.5533,11038000
ACB,20240613,20.5115,20.804,20.3862,20.7204,11713500
ACB,20240612,20.1749,20.5091,19.9661,20.5115,10388900
ACB,20240611,20.3838,20.4255,20.1331,20.1773,9200500
ACB,20240610,20.5533,20.6369,20.3027,20.3862,7670900
ACB,20240607,20.5115,20.5951,20.3027,20.5533,5887100
ACB,20240606,20.3838,20.4673,20.3002,20.3444,8027700
ACB,20240605,20.6762,20.6762,20.3002,20.3444,10785200
ACB,20240604,20.7204,20.7204,20.428,20.4698,9722200
ACB,20240603,20.7622,20.8457,20.5533,20.7204,16242700
ACB,20240531,20.8875,21.1382,20.5951,20.5951,11122400
ACB,20240530,20.4575,20.6329,20.2469,20.6335,13111100
ACB,20240529,20.8435,20.8786,20.5277,20.5282,13447000
ACB,20240528,20.8435,20.8435,20.5627,20.809,10686700
ACB,20240527,20.7031,20.9487,20.5277,20.6686,7535500
ACB,20240524,19.9662,21.1944,19.8259,20.5282,33848200
ACB,20240523,19.6504,20.0013,19.6504,19.9668,10449700
ACB,20240522,19.7908,19.8259,19.5802,19.6159,9283100
ACB,20240521,19.8259,19.8609,19.5451,19.7913,10824000
ACB,20240520,20.0013,20.0364,19.7908,19.8264,9333300
ACB,20240517,19.8259,19.9311,19.7908,19.8264,8504100
ACB,20240516,19.6504,19.9311,19.51,19.8264,30203800
ACB,20240515,19.5451,19.5451,19.4399,19.4404,7803400
ACB,20240514,19.4399,19.5802,19.4048,19.4755,4470600
ACB,20240513,19.6504,19.6504,19.4048,19.4404,5551200
ACB,20240510,19.3697,19.4399,19.2644,19.4404,4909800
ACB,20240509,19.3697,19.51,19.2995,19.3702,4100900
ACB,20240508,19.2995,19.4048,19.1591,19.3351,4037700
ACB,20240507,19.475,19.51,19.2995,19.4053,4300700
ACB,20240506,19.2995,19.4399,19.1942,19.3702,7445000
ACB,20240503,19.0188,19.2995,19.0188,19.3001,8718800
ACB,20240502,18.8433,19.0539,18.8082,18.9491,4797900
ACB,20240426,18.8082,18.9486,18.6679,18.8439,5444000
ACB,20240425,18.9486,18.9837,18.7732,18.8088,5141600
ACB,20240424,18.8082,19.0188,18.7381,18.9842,6681200
ACB,20240423,18.8082,18.9135,18.6328,18.7035,8540500
ACB,20240422,18.8784,18.9135,18.7381,18.8088,6313700
ACB,20240419,18.6679,18.8082,18.5626,18.6684,10862500
ACB,20240417,19.089,19.1241,18.7732,18.7737,10479700
ACB,20240416,18.8433,19.0539,18.7732,19.0544,17350400
ACB,20240415,19.51,19.6504,18.8433,18.8439,16253800
ACB,20240412,19.089,19.6504,18.9486,19.651,9767600
ACB,20240411,18.9486,19.0539,18.8784,19.0544,11286500
ACB,20240410,19.2644,19.3697,19.0188,19.0193,5122000
ACB,20240409,19.0539,19.1591,18.9837,19.1597,5371500
ACB,20240408,19.0539,19.1241,18.9135,19.0544,6869300
ACB,20240405,19.1591,19.2293,19.0188,19.0544,12289500
ACB,20240404,19.6855,19.6855,19.3346,19.3351,11155900
ACB,20240403,19.7908,19.9311,19.5802,19.651,10199400
ACB,20240402,19.8609,19.9311,19.5802,19.9317,10409700
ACB,20240401,19.7908,20.0013,19.7206,19.9668,6174900
ACB,20240329,19.9311,20.1066,19.7557,20.0019,13489800
ACB,20240328,19.8609,20.0715,19.7908,19.8966,12423400
ACB,20240327,19.6153,19.6855,19.3697,19.651,5958200
ACB,20240326,19.3697,19.6153,19.1942,19.6159,6283500
ACB,20240325,19.6855,19.6855,19.2995,19.3001,10187100
ACB,20240322,19.8259,20.3171,19.5802,19.7562,22676200
ACB,20240321,19.4399,19.6504,19.3346,19.651,12818200
ACB,20240320,18.8433,19.4399,18.8082,19.3001,14002400
ACB,20240319,18.8082,18.9837,18.7732,18.8439,7121300
ACB,20240318,19.089,19.1942,18.7381,18.879,14119300
ACB,20240315,19.1241,19.2293,18.9486,19.1948,7822800
ACB,20240314,19.3697,19.3697,18.9837,19.1246,8224300
ACB,20240313,18.7732,19.4048,18.7732,19.4053,8935300
ACB,20240312,18.703,18.8433,18.6679,18.7737,8312600
ACB,20240311,18.9837,19.0188,18.703,18.7737,12015800
ACB,20240308,19.2995,19.4048,18.9486,18.9842,23017000
ACB,20240307,19.3697,19.4399,19.2293,19.3001,10165800
ACB,20240306,19.6504,19.7557,19.3346,19.4404,7041200
ACB,20240305,19.51,19.6504,19.3346,19.6159,6332600
ACB,20240304,19.51,19.7908,19.2293,19.5106,13216500
ACB,20240301,19.6504,19.6504,19.3346,19.5106,10193800
ACB,20240229,19.7206,19.8259,19.4399,19.651,9951400
ACB,20240228,19.4048,19.6504,19.3346,19.651,10460800
ACB,20240227,19.4399,19.4399,19.1942,19.3702,12054800
ACB,20240226,19.1591,19.4399,19.0188,19.3001,9785600
ACB,20240223,19.4399,19.9311,19.1591,19.1597,25975600
ACB,20240222,19.4399,19.475,19.2995,19.4053,7401800
ACB,20240221,19.2995,19.5802,19.2293,19.4404,10251900
ACB,20240220,19.2995,19.475,19.1942,19.3351,7316400
ACB,20240219,19.4399,19.4399,19.089,19.4404,11856900
ACB,20240216,19.2995,19.3697,19.1591,19.3702,9495400
ACB,20240215,19.6855,19.9311,19.089,19.0895,14244300
ACB,20240207,19.5451,19.7908,19.5451,19.651,11893900
ACB,20240206,19.5451,19.5802,19.4048,19.5457,5447300
ACB,20240205,18.4223,19.6504,18.3521,19.5106,28121400
ACB,20240202,18.2117,18.4573,18.1415,18.4228,14529200
ACB,20240201,18.0363,18.317,18.0363,18.2473,6281100
ACB,20240131,18.317,18.317,17.931,18.0719,12158100
ACB,20240130,18.2819,18.3872,18.1766,18.2122,6379000
ACB,20240129,18.5977,18.5977,18.2117,18.2122,9276600
ACB,20240126,18.1415,18.5275,18.1415,18.4579,6856000
ACB,20240125,18.1415,18.1766,17.9661,18.107,5086300
ACB,20240124,18.2819,18.317,18.0363,18.107,11341900
ACB,20240123,18.4223,18.5626,18.2819,18.2824,11731500
ACB,20240122,18.3872,18.4573,18.1064,18.4579,12001200
ACB,20240119,18.1064,18.2117,18.0012,18.2122,12771300
ACB,20240118,17.8608,18.0714,17.7906,17.9666,9611300
ACB,20240117,17.8608,18.1064,17.7906,17.8262,9714300
ACB,20240116,17.8257,17.931,17.5801,17.8262,12380200
ACB,20240115,18.2468,18.2468,17.7555,17.756,11719300
ACB,20240112,17.6503,18.3872,17.5801,18.107,25561200
ACB,20240111,17.8257,18.0714,17.6503,17.721,9933500
ACB,20240110,17.6854,17.8959,17.545,17.721,17603300
ACB,20240109,17.7205,17.7906,17.5099,17.5455,15449500
ACB,20240108,18.0363,18.0714,17.6854,17.7911,12389600
ACB,20240105,17.7555,17.8608,17.5801,17.8613,9272100
ACB,20240104,17.6854,18.0012,17.6152,17.756,23587800
ACB,20240103,17.1941,17.545,17.0187,17.5455,9803400
ACB,20240102,16.8081,17.3696,16.8081,17.1595,13883500
ACB,20231229,16.773,16.9134,16.7028,16.7735,9195100
ACB,20231228,16.3519,16.8081,16.3519,16.6682,10513000
ACB,20231227,16.2818,16.4221,16.2818,16.3524,4866000
ACB,20231226,16.4221,16.4221,16.3169,16.3173,5728800
ACB,20231225,16.3169,16.4572,16.2818,16.3875,7582400
ACB,20231222,16.2818,16.3519,16.2818,16.2822,4510000
ACB,20231221,16.2818,16.3169,16.1765,16.3173,7082700
ACB,20231220,16.1765,16.3169,16.1765,16.2822,8859100
ACB,20231219,16.001,16.2116,16.001,16.177,11470900
ACB,20231218,15.9309,16.001,15.8958,16.0015,6388000
ACB,20231215,15.8607,16.0361,15.8256,15.9664,6189100
ACB,20231214,15.7203,15.966,15.6501,15.791,6945700
ACB,20231213,15.7905,15.8256,15.6501,15.6506,3929800
ACB,20231212,15.7554,15.7905,15.6501,15.791,3228200
ACB,20231211,15.7554,15.7905,15.6151,15.7208,2274400
ACB,20231208,15.7203,15.8256,15.6501,15.7208,3812500
ACB,20231207,15.6501,15.7905,15.58,15.7208,7237600
ACB,20231206,15.5449,15.6501,15.4396,15.6506,2791900
ACB,20231205,15.6501,15.7554,15.4747,15.5453,3557500
ACB,20231204,15.4747,15.7554,15.4396,15.6506,9041000
ACB,20231201,15.5449,15.5449,15.2642,15.4049,5734700
ACB,20231130,15.4747,15.6501,15.4045,15.4049,5243600
ACB,20231129,15.4396,15.6852,15.4396,15.4751,4828800
ACB,20231128,15.3694,15.5098,15.2291,15.3699,4187100
ACB,20231127,15.4747,15.5098,15.3343,15.3348,3259000
ACB,20231124,15.6501,15.6501,15.2992,15.4751,7898300
ACB,20231123,15.9309,15.966,15.58,15.5804,5181900
ACB,20231122,15.7905,15.966,15.6852,15.9313,4392400
ACB,20231121,15.8958,16.001,15.7905,15.8611,3711000
ACB,20231120,15.7203,16.1063,15.5449,15.791,10207600
ACB,20231117,16.4221,16.4221,15.8256,15.9313,12350400
ACB,20231116,16.3169,16.4221,16.2116,16.3524,8080900
ACB,20231115,16.1414,16.4923,16.1063,16.3173,32333400
ACB,20231114,15.7554,16.0712,15.7554,15.9313,10301200
ACB,20231113,15.7554,15.8607,15.58,15.7559,3415300
ACB,20231110,15.7203,15.8607,15.6151,15.7208,5047700
ACB,20231109,16.0712,16.0712,15.8256,15.826,4763900
ACB,20231108,15.5098,16.0712,15.4747,16.0015,7911900
ACB,20231107,15.5098,15.6151,15.5098,15.5102,2325400
ACB,20231106,15.58,15.6852,15.5098,15.5804,3789100
ACB,20231103,15.6501,15.7203,15.4747,15.4751,4885400
ACB,20231102,15.2642,15.6501,15.1589,15.6506,5148100
ACB,20231101,15.0185,15.194,14.9834,15.1593,4832800
ACB,20231031,14.9834,15.1238,14.9133,15.0189,3489400
ACB,20231030,15.1589,15.194,14.9483,14.9488,3856500
ACB,20231027,15.0536,15.2291,14.8782,15.1242,3180900
ACB,20231026,15.2642,15.2642,14.7027,14.8084,12593400
ACB,20231025,15.58,15.6151,15.3694,15.3699,2487200
ACB,20231024,15.4045,15.5098,15.2992,15.3699,2550700
ACB,20231023,15.5098,15.5098,15.2291,15.2997,2398300
ACB,20231020,15.2992,15.5098,15.2992,15.3699,3670300
ACB,20231019,15.4747,15.5449,15.2992,15.2997,6209300
ACB,20231018,15.7554,15.7554,15.4747,15.4751,6208800
ACB,20231017,15.8607,15.8958,15.7554,15.7559,3657500
ACB,20231016,15.8256,15.9309,15.7203,15.8611,4219800
ACB,20231013,15.8607,15.9309,15.7905,15.8962,4691800
ACB,20231012,15.9309,16.0712,15.7905,15.9313,5633800
ACB,20231011,16.001,16.001,15.8256,15.9313,2844500
ACB,20231010,15.7905,16.0361,15.7905,16.0015,6535100
ACB,20231009,15.2291,15.8256,15.2291,15.791,8978000
ACB,20231006,15.1589,15.3694,15.1238,15.2997,2440800
ACB,20231005,15.2642,15.4045,15.1589,15.1593,3350700
ACB,20231004,15.1238,15.2291,15.0887,15.1593,3178300
ACB,20231003,15.2992,15.3694,15.1589,15.1593,5507600
ACB,20231002,15.2992,15.4045,15.2291,15.3699,3809300
ACB,20230929,15.2992,15.4747,15.2992,15.3348,2338700
ACB,20230928,15.3343,15.4396,15.2291,15.2646,4991800
ACB,20230927,15.3694,15.4396,15.2642,15.44,5685000
ACB,20230926,15.4747,15.6151,15.3343,15.3699,9404200
ACB,20230925,15.6501,15.6852,15.4396,15.44,7623000
ACB,20230922,15.58,15.7905,15.5098,15.6506,9793000
ACB,20230921,15.7203,15.8256,15.6852,15.7208,5426000
ACB,20230920,15.6501,15.8256,15.6151,15.7559,5294700
ACB,20230919,15.7554,15.8607,15.6151,15.6506,8079400
ACB,20230918,15.8607,15.8958,15.6501,15.7559,4363000
ACB,20230915,15.8607,15.966,15.7554,15.8962,5249900
ACB,20230914,15.7905,16.001,15.7203,15.7559,6192000
ACB,20230913,15.966,16.001,15.7554,15.826,6938800
ACB,20230912,15.6852,15.966,15.58,15.9664,6681500
ACB,20230911,16.001,16.0712,15.6151,15.6857,10535900
ACB,20230908,16.0712,16.1063,15.9309,15.9664,5525800
ACB,20230907,16.1414,16.2467,15.966,16.0717,9854900
ACB,20230906,15.966,16.1063,15.8607,16.1068,4778100
ACB,20230905,15.9309,16.1765,15.8958,15.9664,7626800
ACB,20230831,15.7554,15.8607,15.7554,15.8611,7206600
ACB,20230830,15.4747,15.7905,15.4747,15.7559,7222100
ACB,20230829,15.4747,15.58,15.4045,15.4751,5774700
ACB,20230828,15.4396,15.5098,15.4045,15.4751,5156300
ACB,20230825,15.4396,15.4747,15.3343,15.4049,5378200
ACB,20230824,15.3343,15.6151,15.3343,15.4751,5311100
ACB,20230823,15.58,15.6501,15.3343,15.3348,5544300
ACB,20230822,15.5098,15.5449,15.1589,15.4751,9067900
ACB,20230821,15.3343,15.58,15.3343,15.44,7974800
ACB,20230818,15.9309,15.9309,15.3694,15.3699,20451400
ACB,20230817,16.1063,16.1414,15.9309,15.9313,10120500
ACB,20230816,16.0361,16.1765,16.001,16.0717,8397000
ACB,20230815,16.2467,16.3169,16.0361,16.0366,6458700
ACB,20230814,16.0712,16.1765,16.001,16.177,10439500
ACB,20230811,16.1063,16.1414,15.8607,16.0717,9157400
ACB,20230810,16.3169,16.387,16.0712,16.0717,12692000
ACB,20230809,16.4221,16.5625,16.2467,16.2822,15555900
ACB,20230808,16.7028,16.773,16.3519,16.4226,15266300
ACB,20230807,16.8081,16.8783,16.5625,16.6682,28085700
ACB,20230804,16.5625,17.1239,16.3169,17.1244,18672300
ACB,20230803,16.1765,16.4923,16.1414,16.4577,17006600
ACB,20230802,16.001,16.2467,16.001,16.212,12406100
ACB,20230801,16.3169,16.3169,15.966,16.0366,13714200
ACB,20230731,15.7905,16.1063,15.7554,16.1068,19206000
ACB,20230728,15.58,15.7203,15.4747,15.5804,8610200
ACB,20230727,15.6501,15.6852,15.4747,15.5453,7207700
ACB,20230726,15.6501,15.7554,15.58,15.6506,5967200
ACB,20230725,15.4396,15.7905,15.4396,15.6506,13703900
ACB,20230724,15.5098,15.58,15.4045,15.4751,6759900
ACB,20230721,15.4396,15.5098,15.3694,15.5102,6679400
ACB,20230720,15.4396,15.4747,15.3694,15.44,6284600
ACB,20230719,15.4396,15.5449,15.4045,15.44,9552300
ACB,20230718,15.3694,15.4396,15.3343,15.44,6780400
ACB,20230717,15.4747,15.4747,15.3694,15.44,6533500
ACB,20230714,15.4747,15.5098,15.2992,15.44,6897700
ACB,20230713,15.4396,15.4396,15.2992,15.44,6741100
ACB,20230712,15.58,15.58,15.2992,15.3348,5185000
ACB,20230711,15.6501,15.6501,15.4045,15.44,8848500
ACB,20230710,15.2642,15.5098,15.2291,15.4049,9032000
ACB,20230707,15.2291,15.2642,15.0887,15.2295,7142800
ACB,20230706,15.4045,15.4396,15.194,15.2295,6424400
ACB,20230705,15.4396,15.5098,15.4045,15.4049,8124400
ACB,20230704,15.4045,15.4747,15.3694,15.44,4346600
ACB,20230703,15.4747,15.5098,15.4045,15.4751,4029900
ACB,20230630,15.3694,15.4747,15.2992,15.4751,5117900
ACB,20230629,15.6501,15.7203,15.3694,15.3699,8151200
ACB,20230628,15.58,15.7203,15.5098,15.6506,8230200
ACB,20230627,15.8256,15.8256,15.58,15.5804,5619900
ACB,20230626,15.58,15.7905,15.4396,15.6155,11784600
ACB,20230623,15.2291,15.3694,15.1589,15.3699,11433200
ACB,20230622,15.2642,15.3694,15.194,15.1944,7973200
ACB,20230621,15.1589,15.2291,15.1238,15.2295,5482100
ACB,20230620,15.194,15.2291,15.0887,15.1944,5637600
ACB,20230619,15.2992,15.3343,15.1589,15.1944,4658700
ACB,20230616,15.2291,15.5098,15.1589,15.2997,14410500
ACB,20230615,15.194,15.2291,15.1238,15.2295,5405900
ACB,20230614,15.194,15.3694,15.1589,15.1944,8030500
ACB,20230613,15.0887,15.1589,15.0185,15.1593,7969500
ACB,20230612,15.194,15.194,14.9834,15.054,4285400
ACB,20230609,15.194,15.194,14.9483,15.1242,7464100
ACB,20230608,15.2992,15.3694,15.1589,15.1593,9677000
ACB,20230607,15.2992,15.4396,15.2992,15.3348,9178100
ACB,20230606,15.2992,15.3343,15.2291,15.2997,9941200
ACB,20230605,15.4396,15.5449,15.194,15.2646,13842800
ACB,20230602,15.0887,15.5098,15.0536,15.2997,15030000
ACB,20230601,15.0887,15.2642,14.9133,15.0189,12761200
ACB,20230531,14.7722,14.8895,14.655,14.8902,29153500
ACB,20230530,14.8309,14.8309,14.655,14.773,22595600
ACB,20230529,14.7136,14.8309,14.655,14.7437,16572400
ACB,20230526,14.7722,14.7722,14.6257,14.6558,8560600
ACB,20230525,14.7722,14.7722,14.5964,14.7144,8790400
ACB,20230524,14.9481,14.9481,14.6257,14.7437,11048500
ACB,20230523,14.7722,15.0067,14.655,14.8609,21722400
ACB,20230522,14.655,14.6843,14.5964,14.6851,4584600
ACB,20230519,14.6843,14.6843,14.5085,14.6264,4006500
ACB,20230518,14.5964,14.7136,14.5671,14.6558,3351400
ACB,20230517,14.655,14.7429,14.5671,14.5971,3448000
ACB,20230516,14.655,14.6843,14.5964,14.6558,1462200
ACB,20230515,14.7722,14.8309,14.6257,14.6558,6383000
ACB,20230512,14.655,14.6843,14.5378,14.6558,2346700
ACB,20230511,14.655,14.7136,14.5378,14.5971,2554300
ACB,20230510,14.5964,14.6257,14.5378,14.5971,1959800
ACB,20230509,14.655,14.6843,14.5378,14.5971,3106400
ACB,20230508,14.4498,14.655,14.4205,14.6264,2303900
ACB,20230505,14.3619,14.5085,14.3619,14.4506,2623900
ACB,20230504,14.2447,14.5085,14.2447,14.4799,4304300
ACB,20230428,14.186,14.3033,14.1567,14.1868,9770100
ACB,20230427,14.186,14.3326,14.1274,14.1575,2181200
ACB,20230426,14.1567,14.186,14.0395,14.1575,3856500
ACB,20230425,14.2447,14.3326,14.1274,14.1575,6173200
ACB,20230424,14.2447,14.3326,14.1274,14.1868,2274000
ACB,20230421,14.2447,14.3033,14.2154,14.2161,2472500
ACB,20230420,14.3619,14.3912,14.186,14.2161,2470300
ACB,20230419,14.5378,14.5378,14.3033,14.304,4595400
ACB,20230418,14.655,14.655,14.5085,14.5092,2103400
ACB,20230417,14.6257,14.655,14.5378,14.6558,1648600
ACB,20230414,14.6843,14.7136,14.5671,14.6264,5021400
ACB,20230413,14.6257,14.6843,14.5671,14.6264,2518500
ACB,20230412,14.655,14.6843,14.5378,14.5678,3220200
ACB,20230411,14.5964,14.6843,14.4791,14.6264,1597500
ACB,20230410,14.7136,14.7429,14.5671,14.6558,3637100
ACB,20230407,14.6257,14.7136,14.5964,14.6851,3143400
ACB,20230406,14.8895,14.9188,14.5964,14.5971,4331100
ACB,20230405,14.7136,14.8309,14.6843,14.8316,3318800
ACB,20230404,14.8016,14.8602,14.6843,14.7437,7188400
ACB,20230403,14.8016,14.8895,14.655,14.8023,9966000
ACB,20230331,14.4791,14.8016,14.4498,14.6558,5882100
ACB,20230330,14.4205,14.4791,14.3912,14.4213,2120900
ACB,20230329,14.3619,14.4205,14.274,14.304,15179800
ACB,20230328,14.4498,14.5378,14.3326,14.3333,8286100
ACB,20230327,14.4205,14.5085,14.274,14.3333,2458000
ACB,20230324,14.4205,14.5671,14.3619,14.392,1681900
ACB,20230323,14.1274,14.4205,14.0395,14.3626,7079200
ACB,20230322,14.274,14.274,14.0981,14.1575,1861100
ACB,20230321,14.3033,14.3033,13.9809,14.1868,1488000
ACB,20230320,14.186,14.274,14.0688,14.0695,2456100
ACB,20230317,14.3912,14.4498,14.274,14.2747,1248400
ACB,20230316,14.3619,14.5085,14.1567,14.304,2498900
ACB,20230315,14.4205,14.5378,14.3326,14.5385,1959500
ACB,20230314,14.3912,14.4791,14.0395,14.0988,6765600
ACB,20230313,14.5085,14.6257,14.274,14.3626,4017400
ACB,20230310,14.6843,14.7722,14.5085,14.5971,2422000
ACB,20230309,14.655,14.9188,14.5964,14.8609,3737400
ACB,20230308,14.2154,14.655,14.2154,14.6558,2784900
ACB,20230307,14.5085,14.655,14.2447,14.3626,4641800
ACB,20230306,14.5671,14.7136,14.2447,14.2454,5224700
ACB,20230303,14.6843,14.8309,14.3619,14.3626,2396000
ACB,20230302,14.655,14.9188,14.655,14.6851,3337600
ACB,20230301,14.3033,14.7722,14.186,14.7437,2535900
ACB,20230228,14.3619,14.5085,14.2154,14.304,6149000
ACB,20230227,14.3619,14.4205,14.1274,14.2161,3107700
ACB,20230224,14.655,14.8309,14.3912,14.4213,2227600
ACB,20230223,14.5085,14.9481,14.2154,14.8902,3860600
ACB,20230222,14.7722,14.9774,14.5671,14.5678,2652600
ACB,20230221,15.124,15.2412,14.9481,14.9489,1717400
ACB,20230220,14.4791,15.124,14.4498,15.1247,4901500
ACB,20230217,14.5671,14.6257,14.3912,14.5385,1716200
ACB,20230216,14.5378,14.5378,14.3033,14.5385,1623500
ACB,20230215,14.0102,14.4498,13.9223,14.392,3330400
ACB,20230214,14.1274,14.1274,13.9516,13.9816,1438600
ACB,20230213,14.1567,14.1567,13.9516,14.0109,2591600
ACB,20230210,14.4205,14.5085,14.186,14.1868,2007500
ACB,20230209,14.4498,14.7136,14.3619,14.3626,3226100
ACB,20230208,14.5378,14.6843,14.3912,14.4506,1922400
ACB,20230207,14.655,14.7136,14.3033,14.4213,2469300
ACB,20230206,14.3033,14.7429,14.1567,14.5971,2395700
ACB,20230203,14.655,14.8016,14.3033,14.3626,9532100
ACB,20230202,14.7429,15.0067,14.5378,14.6558,2884400
ACB,20230201,15.2998,15.3878,14.7136,14.773,3482800
ACB,20230131,14.8895,15.2705,14.655,15.2713,3480500
ACB,20230130,15.4171,15.4464,14.8895,14.8902,5399000
ACB,20230127,15.4464,15.5343,15.1826,15.4472,3756000
ACB,20230119,14.9481,15.2412,14.9188,15.242,5521600
ACB,20230118,14.8309,15.0653,14.7136,14.9489,5435900
ACB,20230117,14.6843,14.9188,14.6257,14.8316,3983900
ACB,20230116,14.1567,14.655,14.1567,14.6558,3538100
ACB,20230113,14.4205,14.5378,14.1567,14.1575,2154400
ACB,20230112,14.186,14.4498,14.186,14.3626,2879600
ACB,20230111,13.8343,14.3326,13.7464,14.1868,5336500
ACB,20230110,13.6292,13.7464,13.4533,13.7471,3061100
ACB,20230109,13.6878,13.6878,13.4533,13.5419,1746700
ACB,20230106,13.3654,13.6878,13.2481,13.5712,3403100
ACB,20230105,13.3361,13.4826,13.2774,13.3954,2104500
ACB,20230104,13.3947,13.3947,13.2188,13.2781,1641400
ACB,20230103,12.8964,13.3067,12.8671,13.3074,1547700
ACB,20221230,12.8964,13.0136,12.7792,12.8384,1339500
ACB,20221229,12.8964,13.1309,12.7792,12.8971,1809100
ACB,20221228,12.955,13.1602,12.8671,12.8971,1826400
ACB,20221227,12.955,13.2481,12.8964,12.9557,2040100
ACB,20221226,13.424,13.424,12.955,12.9557,1778000
ACB,20221223,13.424,13.424,13.0723,13.4247,1735100
ACB,20221222,13.4826,13.4826,13.3361,13.4247,1958400
ACB,20221221,13.2481,13.4826,13.0723,13.366,1887300
ACB,20221220,13.3361,13.424,13.0136,13.2195,2566900
ACB,20221219,13.424,13.6292,13.3361,13.3367,3382600
ACB,20221216,13.4826,13.7171,13.3947,13.4833,2220500
ACB,20221215,13.4826,13.7757,13.4826,13.6005,4113600
ACB,20221214,13.5412,13.7464,13.3361,13.5712,3293000
ACB,20221213,13.1309,13.5119,13.043,13.5126,2693700
ACB,20221212,13.5119,13.6585,13.1895,13.1902,3181800
ACB,20221209,13.3361,13.5998,13.1602,13.5126,3319800
ACB,20221208,13.1602,13.9516,12.955,13.2781,4795900
ACB,20221207,13.1895,13.1895,12.7499,13.0729,3295000
ACB,20221206,13.8343,13.9223,13.0723,13.0729,5158400
ACB,20221205,13.805,14.0688,13.5998,13.835,4715700
ACB,20221202,13.1895,13.7757,12.9843,13.7764,4791400
ACB,20221201,13.0723,13.3947,12.8964,13.1902,6812100
ACB,20221130,13.043,13.1602,12.7792,12.9557,4118400
ACB,20221129,13.043,13.043,12.7205,12.985,3942700
ACB,20221128,12.6619,13.043,12.6326,13.0436,5240700
ACB,20221125,12.6033,12.6033,12.3395,12.604,2830000
